full_name,html_url,description,fork,url,events_url,assignees_url,branches_url,tags_url,languages_url,stargazers_url,contributors_url,subscribers_url,subscription_url,merges_url,downloads_url,deployments_url,created_at,updated_at,pushed_at,size,stargazers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,web_commit_signoff_required,topics,forks,open_issues,watchers,default_branch,network_count,subscribers_count,organization/login,organization/id,organization/node_id,organization/avatar_url,organization/gravatar_id,organization/url,organization/html_url,organization/followers_url,organization/following_url,organization/gists_url,organization/starred_url,organization/subscriptions_url,organization/organizations_url,organization/repos_url,organization/events_url,organization/received_events_url,organization/type,organization/user_view_type,organization/site_admin,message,documentation_url,status,commits_count,contr_count
steven91-ar/ecom,https://github.com/steven91-ar/ecom,,False,https://api.github.com/repos/steven91-ar/ecom,https://api.github.com/repos/steven91-ar/ecom/events,https://api.github.com/repos/steven91-ar/ecom/assignees{/user},https://api.github.com/repos/steven91-ar/ecom/branches{/branch},https://api.github.com/repos/steven91-ar/ecom/tags,https://api.github.com/repos/steven91-ar/ecom/languages,https://api.github.com/repos/steven91-ar/ecom/stargazers,https://api.github.com/repos/steven91-ar/ecom/contributors,https://api.github.com/repos/steven91-ar/ecom/subscribers,https://api.github.com/repos/steven91-ar/ecom/subscription,https://api.github.com/repos/steven91-ar/ecom/merges,https://api.github.com/repos/steven91-ar/ecom/downloads,https://api.github.com/repos/steven91-ar/ecom/deployments,2025-08-30T01:34:23Z,2025-09-12T01:39:30Z,2025-09-12T01:39:27Z,7898.0,0.0,Twig,True,True,True,True,True,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,main,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,25.0,2
unixorn/zsh-lunch-and-learn,https://github.com/unixorn/zsh-lunch-and-learn,Lunch and learn about ZSH,False,https://api.github.com/repos/unixorn/zsh-lunch-and-learn,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/events,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/assignees{/user},https://api.github.com/repos/unixorn/zsh-lunch-and-learn/branches{/branch},https://api.github.com/repos/unixorn/zsh-lunch-and-learn/tags,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/languages,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/stargazers,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/contributors,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/subscribers,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/subscription,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/merges,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/downloads,https://api.github.com/repos/unixorn/zsh-lunch-and-learn/deployments,2019-10-08T18:11:03Z,2025-07-24T06:10:31Z,2025-07-24T06:10:34Z,9654.0,2.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,2.0,False,[],0.0,2.0,2.0,master,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2445.0,30
community-exchange-network/komunitin,https://github.com/community-exchange-network/komunitin,Open System for Exchange Communities,False,https://api.github.com/repos/community-exchange-network/komunitin,https://api.github.com/repos/community-exchange-network/komunitin/events,https://api.github.com/repos/community-exchange-network/komunitin/assignees{/user},https://api.github.com/repos/community-exchange-network/komunitin/branches{/branch},https://api.github.com/repos/community-exchange-network/komunitin/tags,https://api.github.com/repos/community-exchange-network/komunitin/languages,https://api.github.com/repos/community-exchange-network/komunitin/stargazers,https://api.github.com/repos/community-exchange-network/komunitin/contributors,https://api.github.com/repos/community-exchange-network/komunitin/subscribers,https://api.github.com/repos/community-exchange-network/komunitin/subscription,https://api.github.com/repos/community-exchange-network/komunitin/merges,https://api.github.com/repos/community-exchange-network/komunitin/downloads,https://api.github.com/repos/community-exchange-network/komunitin/deployments,2020-01-14T09:48:36Z,2025-11-07T11:48:23Z,2025-11-11T14:53:27Z,16723.0,18.0,TypeScript,True,True,True,True,True,False,5.0,,False,False,63.0,False,[],5.0,63.0,18.0,master,5.0,6.0,community-exchange-network,10845648.0,MDEyOk9yZ2FuaXphdGlvbjEwODQ1NjQ4,https://avatars.githubusercontent.com/u/10845648?v=4,,https://api.github.com/users/community-exchange-network,https://github.com/community-exchange-network,https://api.github.com/users/community-exchange-network/followers,https://api.github.com/users/community-exchange-network/following{/other_user},https://api.github.com/users/community-exchange-network/gists{/gist_id},https://api.github.com/users/community-exchange-network/starred{/owner}{/repo},https://api.github.com/users/community-exchange-network/subscriptions,https://api.github.com/users/community-exchange-network/orgs,https://api.github.com/users/community-exchange-network/repos,https://api.github.com/users/community-exchange-network/events{/privacy},https://api.github.com/users/community-exchange-network/received_events,Organization,public,False,,,,1696.0,8
mysticrenji/az_devops_secured_pipeline,https://github.com/mysticrenji/az_devops_secured_pipeline,"Azure DevOps Pipeline with Sonar, White Source & OWASP",False,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/events,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/assignees{/user},https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/branches{/branch},https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/tags,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/languages,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/stargazers,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/contributors,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/subscribers,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/subscription,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/merges,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/downloads,https://api.github.com/repos/mysticrenji/az_devops_secured_pipeline/deployments,2020-07-19T02:46:13Z,2025-10-18T02:35:40Z,2025-11-06T02:40:32Z,965.0,0.0,TypeScript,True,True,True,True,True,False,0.0,,False,False,11.0,False,[],0.0,11.0,0.0,master,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,62.0,3
lowmoonlight/web-portfolio,https://github.com/lowmoonlight/web-portfolio,,False,https://api.github.com/repos/lowmoonlight/web-portfolio,https://api.github.com/repos/lowmoonlight/web-portfolio/events,https://api.github.com/repos/lowmoonlight/web-portfolio/assignees{/user},https://api.github.com/repos/lowmoonlight/web-portfolio/branches{/branch},https://api.github.com/repos/lowmoonlight/web-portfolio/tags,https://api.github.com/repos/lowmoonlight/web-portfolio/languages,https://api.github.com/repos/lowmoonlight/web-portfolio/stargazers,https://api.github.com/repos/lowmoonlight/web-portfolio/contributors,https://api.github.com/repos/lowmoonlight/web-portfolio/subscribers,https://api.github.com/repos/lowmoonlight/web-portfolio/subscription,https://api.github.com/repos/lowmoonlight/web-portfolio/merges,https://api.github.com/repos/lowmoonlight/web-portfolio/downloads,https://api.github.com/repos/lowmoonlight/web-portfolio/deployments,2020-06-16T01:27:11Z,2025-08-22T17:45:15Z,2025-08-22T17:45:15Z,1041.0,0.0,JavaScript,True,True,True,True,False,False,0.0,,False,False,0.0,False,[],0.0,0.0,0.0,master,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,69.0,2
AshwinkumarPillai/Unitours,https://github.com/AshwinkumarPillai/Unitours,,False,https://api.github.com/repos/AshwinkumarPillai/Unitours,https://api.github.com/repos/AshwinkumarPillai/Unitours/events,https://api.github.com/repos/AshwinkumarPillai/Unitours/assignees{/user},https://api.github.com/repos/AshwinkumarPillai/Unitours/branches{/branch},https://api.github.com/repos/AshwinkumarPillai/Unitours/tags,https://api.github.com/repos/AshwinkumarPillai/Unitours/languages,https://api.github.com/repos/AshwinkumarPillai/Unitours/stargazers,https://api.github.com/repos/AshwinkumarPillai/Unitours/contributors,https://api.github.com/repos/AshwinkumarPillai/Unitours/subscribers,https://api.github.com/repos/AshwinkumarPillai/Unitours/subscription,https://api.github.com/repos/AshwinkumarPillai/Unitours/merges,https://api.github.com/repos/AshwinkumarPillai/Unitours/downloads,https://api.github.com/repos/AshwinkumarPillai/Unitours/deployments,2019-07-28T08:52:15Z,2025-07-23T15:48:17Z,2025-07-23T15:49:24Z,30499.0,0.0,CSS,True,True,True,True,False,False,0.0,,False,False,1.0,False,[],0.0,1.0,0.0,master,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,27.0,2
travi-org/admin.travi.org,https://github.com/travi-org/admin.travi.org,reference client to api.travi.org,False,https://api.github.com/repos/travi-org/admin.travi.org,https://api.github.com/repos/travi-org/admin.travi.org/events,https://api.github.com/repos/travi-org/admin.travi.org/assignees{/user},https://api.github.com/repos/travi-org/admin.travi.org/branches{/branch},https://api.github.com/repos/travi-org/admin.travi.org/tags,https://api.github.com/repos/travi-org/admin.travi.org/languages,https://api.github.com/repos/travi-org/admin.travi.org/stargazers,https://api.github.com/repos/travi-org/admin.travi.org/contributors,https://api.github.com/repos/travi-org/admin.travi.org/subscribers,https://api.github.com/repos/travi-org/admin.travi.org/subscription,https://api.github.com/repos/travi-org/admin.travi.org/merges,https://api.github.com/repos/travi-org/admin.travi.org/downloads,https://api.github.com/repos/travi-org/admin.travi.org/deployments,2015-04-17T05:23:36Z,2025-08-10T16:44:08Z,2025-11-11T01:00:31Z,11446.0,3.0,JavaScript,True,True,True,False,False,False,0.0,,False,False,81.0,False,[],0.0,81.0,3.0,master,0.0,1.0,travi-org,22777050.0,MDEyOk9yZ2FuaXphdGlvbjIyNzc3MDUw,https://avatars.githubusercontent.com/u/22777050?v=4,,https://api.github.com/users/travi-org,https://github.com/travi-org,https://api.github.com/users/travi-org/followers,https://api.github.com/users/travi-org/following{/other_user},https://api.github.com/users/travi-org/gists{/gist_id},https://api.github.com/users/travi-org/starred{/owner}{/repo},https://api.github.com/users/travi-org/subscriptions,https://api.github.com/users/travi-org/orgs,https://api.github.com/users/travi-org/repos,https://api.github.com/users/travi-org/events{/privacy},https://api.github.com/users/travi-org/received_events,Organization,public,False,,,,5623.0,8
Ckbhatia/ck_newsletter_front_end,https://github.com/Ckbhatia/ck_newsletter_front_end,Ck newsletter client,False,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/events,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/assignees{/user},https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/branches{/branch},https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/tags,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/languages,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/stargazers,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/contributors,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/subscribers,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/subscription,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/merges,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/downloads,https://api.github.com/repos/Ckbhatia/ck_newsletter_front_end/deployments,2020-07-10T06:47:22Z,2025-09-07T18:45:56Z,2025-10-07T19:44:03Z,1378.0,0.0,JavaScript,True,True,True,True,False,False,1.0,,False,False,2.0,False,[],1.0,2.0,0.0,master,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,67.0,2
iagocavalcante/egua-da-vaga,https://github.com/iagocavalcante/egua-da-vaga,,False,https://api.github.com/repos/iagocavalcante/egua-da-vaga,https://api.github.com/repos/iagocavalcante/egua-da-vaga/events,https://api.github.com/repos/iagocavalcante/egua-da-vaga/assignees{/user},https://api.github.com/repos/iagocavalcante/egua-da-vaga/branches{/branch},https://api.github.com/repos/iagocavalcante/egua-da-vaga/tags,https://api.github.com/repos/iagocavalcante/egua-da-vaga/languages,https://api.github.com/repos/iagocavalcante/egua-da-vaga/stargazers,https://api.github.com/repos/iagocavalcante/egua-da-vaga/contributors,https://api.github.com/repos/iagocavalcante/egua-da-vaga/subscribers,https://api.github.com/repos/iagocavalcante/egua-da-vaga/subscription,https://api.github.com/repos/iagocavalcante/egua-da-vaga/merges,https://api.github.com/repos/iagocavalcante/egua-da-vaga/downloads,https://api.github.com/repos/iagocavalcante/egua-da-vaga/deployments,2019-09-20T18:05:37Z,2025-10-01T16:14:15Z,2025-09-30T00:22:24Z,30493.0,12.0,Vue,True,True,True,True,False,False,0.0,,False,False,0.0,False,['hacktoberfest'],0.0,0.0,12.0,main,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,75.0,2
Meri-MG/school,https://github.com/Meri-MG/school,"Adventist Learning Center provides quality education to Syrian and Kurdish Refugees living in Beirut, Lebanon. This simple website was built to reach a bigger audience and ease the process of gathering donations for the ALC students.",False,https://api.github.com/repos/Meri-MG/school,https://api.github.com/repos/Meri-MG/school/events,https://api.github.com/repos/Meri-MG/school/assignees{/user},https://api.github.com/repos/Meri-MG/school/branches{/branch},https://api.github.com/repos/Meri-MG/school/tags,https://api.github.com/repos/Meri-MG/school/languages,https://api.github.com/repos/Meri-MG/school/stargazers,https://api.github.com/repos/Meri-MG/school/contributors,https://api.github.com/repos/Meri-MG/school/subscribers,https://api.github.com/repos/Meri-MG/school/subscription,https://api.github.com/repos/Meri-MG/school/merges,https://api.github.com/repos/Meri-MG/school/downloads,https://api.github.com/repos/Meri-MG/school/deployments,2023-07-13T12:42:26Z,2025-09-09T10:12:10Z,2025-09-09T10:12:06Z,3824.0,0.0,Ruby,True,True,True,True,False,False,1.0,,False,False,0.0,False,"['education', 'ruby-on-rails', 'scss', 'stimulus']",1.0,0.0,0.0,main,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,127.0,1
